employee_id,name,department,job_role,skill_name,proficiency_level
38,Breanna Chapman,Finance,Accountant,ERP Systems,Advanced
38,Breanna Chapman,Finance,Accountant,Excel,Advanced
38,Breanna Chapman,Finance,Accountant,Agile Methodology,Advanced
39,William Meyer,Finance,Auditor,Compliance,Advanced
39,William Meyer,Finance,Auditor,Internal Auditing,Advanced
39,William Meyer,Finance,Auditor,Financial Analysis,Advanced
39,William Meyer,Finance,Auditor,Forensic Accounting,Advanced
39,William Meyer,Finance,Auditor,Excel,Advanced
39,William Meyer,Finance,Auditor,Agile Methodology,Advanced
40,Matthew Maldonado,Finance,Auditor,Compliance,Advanced
40,Matthew Maldonado,Finance,Auditor,Internal Auditing,Advanced
40,Matthew Maldonado,Finance,Auditor,Communication,Advanced
40,Matthew Maldonado,Finance,Auditor,Risk Assessment,Advanced
40,Matthew Maldonado,Finance,Auditor,Forensic Accounting,Advanced
40,Matthew Maldonado,Finance,Auditor,Excel,Advanced
41,Julia Cobb,Sales,Account Manager,Communication,Advanced
41,Julia Cobb,Sales,Account Manager,Contract Negotiation,Advanced
41,Julia Cobb,Sales,Account Manager,Account Planning,Advanced
41,Julia Cobb,Sales,Account Manager,CRM (Salesforce),Advanced
42,Nicholas Oliver,Marketing,Content Lead,Team Leadership,Intermediate
42,Nicholas Oliver,Marketing,Content Lead,Content Strategy,Intermediate
42,Nicholas Oliver,Marketing,Content Lead,Editorial Planning,Intermediate
42,Nicholas Oliver,Marketing,Content Lead,Communication,Intermediate
42,Nicholas Oliver,Marketing,Content Lead,Copywriting,Intermediate
43,Whitney Crosby,Marketing,Content Lead,SEO,Advanced
43,Whitney Crosby,Marketing,Content Lead,Team Leadership,Advanced
43,Whitney Crosby,Marketing,Content Lead,Content Strategy,Advanced
43,Whitney Crosby,Marketing,Content Lead,Editorial Planning,Advanced
43,Whitney Crosby,Marketing,Content Lead,Agile Methodology,Advanced
43,Whitney Crosby,Marketing,Content Lead,Copywriting,Advanced
44,Carlos Wall,IT,Engineer,Python,Advanced
44,Carlos Wall,IT,Engineer,Git,Advanced
44,Carlos Wall,IT,Engineer,Linux,Advanced
44,Carlos Wall,IT,Engineer,Critical Thinking,Advanced
44,Carlos Wall,IT,Engineer,Networking,Advanced
44,Carlos Wall,IT,Engineer,Cloud Infrastructure,Advanced
45,Jerry Walker,Finance,Accountant,Tax Compliance,Advanced
45,Jerry Walker,Finance,Accountant,Auditing,Advanced
45,Jerry Walker,Finance,Accountant,Financial Accounting,Advanced
45,Jerry Walker,Finance,Accountant,Data Literacy,Advanced
45,Jerry Walker,Finance,Accountant,Excel,Advanced
46,Charles Le,IT,Developer,Git,Advanced
46,Charles Le,IT,Developer,Docker,Advanced
46,Charles Le,IT,Developer,REST APIs,Advanced
46,Charles Le,IT,Developer,SQL,Advanced
46,Charles Le,IT,Developer,Agile Methodology,Advanced
47,Amy Peterson PhD,Sales,Account Manager,Critical Thinking,Advanced
47,Amy Peterson PhD,Sales,Account Manager,Upselling,Advanced
47,Amy Peterson PhD,Sales,Account Manager,Account Planning,Advanced
47,Amy Peterson PhD,Sales,Account Manager,CRM (Salesforce),Advanced
48,Kimberly Campbell,Sales,Sales Executive,Contract Closing,Advanced
48,Kimberly Campbell,Sales,Sales Executive,Communication,Advanced
48,Kimberly Campbell,Sales,Sales Executive,CRM,Advanced
48,Kimberly Campbell,Sales,Sales Executive,Negotiation,Advanced
49,Daniel Smith,Support,Helpdesk,Agile Methodology,Intermediate
49,Daniel Smith,Support,Helpdesk,Customer Service,Intermediate
49,Daniel Smith,Support,Helpdesk,Ticketing Systems,Intermediate
49,Daniel Smith,Support,Helpdesk,Active Directory,Intermediate
50,Steve Henry,IT,Tester,Agile Methodology,Beginner
50,Steve Henry,IT,Tester,Python,Beginner
50,Steve Henry,IT,Tester,Unit Testing,Beginner
50,Steve Henry,IT,Tester,Selenium,Beginner
51,John Logan,Sales,Sales Executive,Data Literacy,Advanced
51,John Logan,Sales,Sales Executive,Contract Closing,Advanced
51,John Logan,Sales,Sales Executive,Lead Generation,Advanced
51,John Logan,Sales,Sales Executive,B2B Sales,Advanced
51,John Logan,Sales,Sales Executive,Negotiation,Advanced
51,John Logan,Sales,Sales Executive,Communication,Advanced
52,Thomas Ellis,Support,Support Engineer,Troubleshooting,Advanced
52,Thomas Ellis,Support,Support Engineer,Linux,Advanced
52,Thomas Ellis,Support,Support Engineer,Customer Support,Advanced
52,Thomas Ellis,Support,Support Engineer,ITIL,Advanced
52,Thomas Ellis,Support,Support Engineer,SQL,Advanced
52,Thomas Ellis,Support,Support Engineer,Agile Methodology,Advanced
53,Amanda White,Marketing,SEO Analyst,Critical Thinking,Intermediate
53,Amanda White,Marketing,SEO Analyst,Keyword Research,Intermediate
53,Amanda White,Marketing,SEO Analyst,Ahrefs / SEMrush,Intermediate
53,Amanda White,Marketing,SEO Analyst,Google Search Console,Intermediate
54,Nicholas Anderson,Finance,Auditor,Compliance,Advanced
54,Nicholas Anderson,Finance,Auditor,Internal Auditing,Advanced
54,Nicholas Anderson,Finance,Auditor,Financial Analysis,Advanced
54,Nicholas Anderson,Finance,Auditor,Risk Assessment,Advanced
54,Nicholas Anderson,Finance,Auditor,Communication,Advanced
54,Nicholas Anderson,Finance,Auditor,Excel,Advanced
55,Cassandra Knight,Finance,Accountant,Financial Accounting,Intermediate
55,Cassandra Knight,Finance,Accountant,Data Literacy,Intermediate
55,Cassandra Knight,Finance,Accountant,Auditing,Intermediate
55,Cassandra Knight,Finance,Accountant,Tax Compliance,Intermediate
56,Jessica Reeves,IT,Developer,Python,Advanced
56,Jessica Reeves,IT,Developer,Git,Advanced
56,Jessica Reeves,IT,Developer,Docker,Advanced
56,Jessica Reeves,IT,Developer,Critical Thinking,Advanced
56,Jessica Reeves,IT,Developer,SQL,Advanced
57,Mikayla Black,IT,Developer,REST APIs,Intermediate
57,Mikayla Black,IT,Developer,SQL,Intermediate
57,Mikayla Black,IT,Developer,Docker,Intermediate
57,Mikayla Black,IT,Developer,Data Literacy,Intermediate
58,Justin Wang,Support,Helpdesk,Hardware Support,Advanced
58,Justin Wang,Support,Helpdesk,Windows OS,Advanced
58,Justin Wang,Support,Helpdesk,Active Directory,Advanced
58,Justin Wang,Support,Helpdesk,Customer Service,Advanced
58,Justin Wang,Support,Helpdesk,Data Literacy,Advanced
59,Kevin Moreno,Marketing,SEO Analyst,Google Analytics,Intermediate
59,Kevin Moreno,Marketing,SEO Analyst,Ahrefs / SEMrush,Intermediate
59,Kevin Moreno,Marketing,SEO Analyst,Critical Thinking,Intermediate
59,Kevin Moreno,Marketing,SEO Analyst,Google Search Console,Intermediate
60,John Lewis,HR,HR Executive,HR Operations,Advanced
60,John Lewis,HR,HR Executive,Communication,Advanced
60,John Lewis,HR,HR Executive,Critical Thinking,Advanced
60,John Lewis,HR,HR Executive,Recruitment,Advanced
60,John Lewis,HR,HR Executive,HRIS,Advanced
61,Heather Sosa,HR,HR Manager,Labor Law,Advanced
61,Heather Sosa,HR,HR Manager,Talent Acquisition,Advanced
61,Heather Sosa,HR,HR Manager,Leadership,Advanced
61,Heather Sosa,HR,HR Manager,Agile Methodology,Advanced
61,Heather Sosa,HR,HR Manager,Employee Relations,Advanced
62,Phillip Hunter,IT,Tester,Python,Intermediate
62,Phillip Hunter,IT,Tester,JIRA,Intermediate
62,Phillip Hunter,IT,Tester,Selenium,Intermediate
62,Phillip Hunter,IT,Tester,API Testing,Intermediate
62,Phillip Hunter,IT,Tester,Critical Thinking,Intermediate
63,Courtney Ayala,HR,HR Manager,Data Literacy,Advanced
63,Courtney Ayala,HR,HR Manager,Labor Law,Advanced
63,Courtney Ayala,HR,HR Manager,Talent Acquisition,Advanced
63,Courtney Ayala,HR,HR Manager,Leadership,Advanced
63,Courtney Ayala,HR,HR Manager,Performance Management,Advanced
63,Courtney Ayala,HR,HR Manager,HRIS,Advanced
64,Tammy Ramirez,Support,Helpdesk,Hardware Support,Intermediate
64,Tammy Ramirez,Support,Helpdesk,Data Literacy,Intermediate
64,Tammy Ramirez,Support,Helpdesk,Customer Service,Intermediate
64,Tammy Ramirez,Support,Helpdesk,Ticketing Systems,Intermediate
65,James Morgan,Sales,Account Manager,Contract Negotiation,Advanced
65,James Morgan,Sales,Account Manager,Upselling,Advanced
65,James Morgan,Sales,Account Manager,Account Planning,Advanced
65,James Morgan,Sales,Account Manager,CRM (Salesforce),Advanced
65,James Morgan,Sales,Account Manager,Agile Methodology,Advanced
66,Cody Barker,Marketing,Content Lead,Content Strategy,Intermediate
66,Cody Barker,Marketing,Content Lead,Critical Thinking,Intermediate
66,Cody Barker,Marketing,Content Lead,Editorial Planning,Intermediate
66,Cody Barker,Marketing,Content Lead,Copywriting,Intermediate
67,David Smith,Sales,Sales Executive,Contract Closing,Beginner
67,David Smith,Sales,Sales Executive,Critical Thinking,Beginner
67,David Smith,Sales,Sales Executive,B2B Sales,Beginner
67,David Smith,Sales,Sales Executive,Communication,Beginner
68,Amber Church,Sales,Sales Executive,Contract Closing,Advanced
68,Amber Church,Sales,Sales Executive,CRM,Advanced
68,Amber Church,Sales,Sales Executive,Lead Generation,Advanced
68,Amber Church,Sales,Sales Executive,B2B Sales,Advanced
68,Amber Church,Sales,Sales Executive,Communication,Advanced
69,Tammy Perry,Sales,Account Manager,Contract Negotiation,Advanced
69,Tammy Perry,Sales,Account Manager,Client Retention,Advanced
69,Tammy Perry,Sales,Account Manager,Account Planning,Advanced
69,Tammy Perry,Sales,Account Manager,CRM (Salesforce),Advanced
69,Tammy Perry,Sales,Account Manager,Communication,Advanced
70,Sherry Cox,Finance,Accountant,QuickBooks,Advanced
70,Sherry Cox,Finance,Accountant,Tax Compliance,Advanced
70,Sherry Cox,Finance,Accountant,Auditing,Advanced
70,Sherry Cox,Finance,Accountant,ERP Systems,Advanced
70,Sherry Cox,Finance,Accountant,Data Literacy,Advanced
71,John Turner,HR,HR Executive,HR Operations,Advanced
71,John Turner,HR,HR Executive,Onboarding,Advanced
71,John Turner,HR,HR Executive,Recruitment,Advanced
71,John Turner,HR,HR Executive,Communication,Advanced
71,John Turner,HR,HR Executive,Agile Methodology,Advanced
72,Brian Boyle,Marketing,Content Lead,SEO,Advanced
72,Brian Boyle,Marketing,Content Lead,Team Leadership,Advanced
72,Brian Boyle,Marketing,Content Lead,Brand Storytelling,Advanced
72,Brian Boyle,Marketing,Content Lead,Editorial Planning,Advanced
72,Brian Boyle,Marketing,Content Lead,Agile Methodology,Advanced
72,Brian Boyle,Marketing,Content Lead,Copywriting,Advanced
73,Peggy Hawkins,IT,Developer,Python,Intermediate
73,Peggy Hawkins,IT,Developer,Docker,Intermediate
73,Peggy Hawkins,IT,Developer,REST APIs,Intermediate
73,Peggy Hawkins,IT,Developer,Data Literacy,Intermediate
73,Peggy Hawkins,IT,Developer,SQL,Intermediate
74,Jared Montgomery,Sales,Sales Executive,Data Literacy,Beginner
74,Jared Montgomery,Sales,Sales Executive,Communication,Beginner
74,Jared Montgomery,Sales,Sales Executive,Negotiation,Beginner
74,Jared Montgomery,Sales,Sales Executive,B2B Sales,Beginner
75,Thomas Clark,IT,Developer,Git,Advanced
75,Thomas Clark,IT,Developer,Docker,Advanced
75,Thomas Clark,IT,Developer,REST APIs,Advanced
75,Thomas Clark,IT,Developer,System Design,Advanced
75,Thomas Clark,IT,Developer,Communication,Advanced
75,Thomas Clark,IT,Developer,SQL,Advanced
76,Kyle Moyer,HR,HR Manager,Critical Thinking,Advanced
76,Kyle Moyer,HR,HR Manager,Leadership,Advanced
76,Kyle Moyer,HR,HR Manager,Performance Management,Advanced
76,Kyle Moyer,HR,HR Manager,HRIS,Advanced
76,Kyle Moyer,HR,HR Manager,Employee Relations,Advanced
77,Crystal Stevens,Sales,Sales Executive,CRM,Advanced
77,Crystal Stevens,Sales,Sales Executive,Lead Generation,Advanced
77,Crystal Stevens,Sales,Sales Executive,Critical Thinking,Advanced
77,Crystal Stevens,Sales,Sales Executive,B2B Sales,Advanced
77,Crystal Stevens,Sales,Sales Executive,Negotiation,Advanced
77,Crystal Stevens,Sales,Sales Executive,Communication,Advanced
78,Austin Reynolds,Sales,Sales Executive,Contract Closing,Intermediate
78,Austin Reynolds,Sales,Sales Executive,Lead Generation,Intermediate
78,Austin Reynolds,Sales,Sales Executive,Data Literacy,Intermediate
78,Austin Reynolds,Sales,Sales Executive,Negotiation,Intermediate
79,Teresa Coleman,Marketing,Content Lead,SEO,Intermediate
79,Teresa Coleman,Marketing,Content Lead,Brand Storytelling,Intermediate
79,Teresa Coleman,Marketing,Content Lead,Content Strategy,Intermediate
79,Teresa Coleman,Marketing,Content Lead,Editorial Planning,Intermediate
79,Teresa Coleman,Marketing,Content Lead,Agile Methodology,Intermediate
80,Maria Tucker,HR,HR Manager,Labor Law,Advanced
80,Maria Tucker,HR,HR Manager,Talent Acquisition,Advanced
80,Maria Tucker,HR,HR Manager,Leadership,Advanced
80,Maria Tucker,HR,HR Manager,Performance Management,Advanced
80,Maria Tucker,HR,HR Manager,Agile Methodology,Advanced
81,Louis Mcknight,Support,Helpdesk,Hardware Support,Advanced
81,Louis Mcknight,Support,Helpdesk,Windows OS,Advanced
81,Louis Mcknight,Support,Helpdesk,Active Directory,Advanced
81,Louis Mcknight,Support,Helpdesk,Critical Thinking,Advanced
81,Louis Mcknight,Support,Helpdesk,Customer Service,Advanced
82,Jerry Jones,IT,Engineer,Security,Intermediate
82,Jerry Jones,IT,Engineer,Cloud Infrastructure,Intermediate
82,Jerry Jones,IT,Engineer,Linux,Intermediate
82,Jerry Jones,IT,Engineer,Agile Methodology,Intermediate
83,Erik Liu,IT,Developer,Docker,Intermediate
83,Erik Liu,IT,Developer,REST APIs,Intermediate
83,Erik Liu,IT,Developer,System Design,Intermediate
83,Erik Liu,IT,Developer,Communication,Intermediate
83,Erik Liu,IT,Developer,SQL,Intermediate
84,Cynthia Fritz,Finance,Auditor,Internal Auditing,Intermediate
84,Cynthia Fritz,Finance,Auditor,Forensic Accounting,Intermediate
84,Cynthia Fritz,Finance,Auditor,Financial Analysis,Intermediate
84,Cynthia Fritz,Finance,Auditor,Communication,Intermediate
85,Phillip Hayes,Sales,Sales Executive,Contract Closing,Intermediate
85,Phillip Hayes,Sales,Sales Executive,Lead Generation,Intermediate
85,Phillip Hayes,Sales,Sales Executive,Communication,Intermediate
85,Phillip Hayes,Sales,Sales Executive,Data Literacy,Intermediate
86,Jenny Lee,Sales,Sales Executive,Lead Generation,Advanced
86,Jenny Lee,Sales,Sales Executive,Communication,Advanced
86,Jenny Lee,Sales,Sales Executive,CRM,Advanced
86,Jenny Lee,Sales,Sales Executive,Negotiation,Advanced
87,Jonathan Oliver,Support,Support Engineer,Troubleshooting,Intermediate
87,Jonathan Oliver,Support,Support Engineer,Linux,Intermediate
87,Jonathan Oliver,Support,Support Engineer,ITIL,Intermediate
87,Jonathan Oliver,Support,Support Engineer,Critical Thinking,Intermediate
87,Jonathan Oliver,Support,Support Engineer,SQL,Intermediate
88,Cynthia Bradley,Marketing,Content Lead,SEO,Advanced
88,Cynthia Bradley,Marketing,Content Lead,Team Leadership,Advanced
88,Cynthia Bradley,Marketing,Content Lead,Brand Storytelling,Advanced
88,Cynthia Bradley,Marketing,Content Lead,Editorial Planning,Advanced
88,Cynthia Bradley,Marketing,Content Lead,Communication,Advanced
88,Cynthia Bradley,Marketing,Content Lead,Copywriting,Advanced
89,David Johnson,Marketing,SEO Analyst,Technical SEO,Advanced
89,David Johnson,Marketing,SEO Analyst,Google Search Console,Advanced
89,David Johnson,Marketing,SEO Analyst,Google Analytics,Advanced
89,David Johnson,Marketing,SEO Analyst,Keyword Research,Advanced
89,David Johnson,Marketing,SEO Analyst,Agile Methodology,Advanced
90,Joan Smith,Finance,Auditor,Risk Assessment,Beginner
90,Joan Smith,Finance,Auditor,Internal Auditing,Beginner
90,Joan Smith,Finance,Auditor,Excel,Beginner
90,Joan Smith,Finance,Auditor,Data Literacy,Beginner
91,Richard Fuller,IT,Tester,Test Automation,Intermediate
91,Richard Fuller,IT,Tester,JIRA,Intermediate
91,Richard Fuller,IT,Tester,Selenium,Intermediate
91,Richard Fuller,IT,Tester,Data Literacy,Intermediate
92,Spencer Kennedy,Finance,Accountant,Financial Accounting,Beginner
